timestamp,amount,user_id,country,channel,merchant_category,is_fraud,event_type,hour,day,weekday,amount_scaled
2024-01-25 16:23:00,130.08,1552,DE,web,grocery,0,transaction,16,25,3,0.24766408822853647
2024-01-17 08:42:00,105.44,1583,FR,app,electronics,0,transaction,8,17,2,0.2004863291720916
2024-01-14 07:15:00,129.77,1041,DE,app,electronics,0,transaction,7,14,6,0.24707053687677114
2024-01-14 12:19:00,61.95,1644,DE,app,electronics,0,transaction,12,14,6,0.11721681856475455
2024-01-07 19:36:00,85.68,1439,DE,app,grocery,0,transaction,19,7,6,0.16265221720150114
2024-01-03 18:20:00,170.68,1123,NL,app,grocery,0,transaction,18,3,2,0.3254001684919967
2024-01-17 15:18:00,97.12,1213,ES,web,other,0,transaction,15,17,2,0.18455617676342195
2024-01-27 15:16:00,118.74,1780,NL,web,fashion,0,transaction,15,27,5,0.22595159684460445
2024-01-02 21:56:00,83.24,1916,PL,app,grocery,0,transaction,21,2,1,0.15798039365857394
2024-01-26 17:58:00,52.27,1507,CH,app,electronics,0,transaction,17,26,4,0.09868269893543695
2024-01-25 19:53:00,135.15,1976,GB,pos,travel,0,transaction,19,25,3,0.2573715248525696
2024-01-09 07:16:00,163.33,1180,PL,app,other,0,transaction,7,9,1,0.3113272574098186
2024-01-19 22:47:00,90.09,1299,US,web,other,0,transaction,22,19,4,0.17109596385080802
2024-01-05 22:57:00,39.27,1930,PL,web,fashion,0,transaction,22,5,4,0.07379183579689057
2024-01-23 17:49:00,123.49,1175,FR,web,grocery,0,transaction,17,23,1,0.23504633529907332
2024-01-22 00:22:00,114.89,1659,AT,pos,travel,0,transaction,0,22,0,0.21858007199203494
2024-01-11 15:15:00,70.84,1219,FR,web,travel,0,transaction,15,11,3,0.1342383395879605
2024-01-03 00:54:00,361.78,1331,DE,pos,gaming,1,transaction,0,3,2,0.6912958566286284
2024-01-30 02:54:00,219.04,1477,FR,pos,other,0,transaction,2,30,1,0.4179941793673892
2024-01-14 08:53:00,112.79,1359,DE,app,electronics,0,transaction,8,14,6,0.21455924025426978
2024-01-27 19:02:00,115.46,1874,DE,app,gaming,0,transaction,19,27,5,0.2196714406065712
2024-01-21 08:06:00,216.84,1972,GB,app,electronics,0,transaction,8,21,6,0.4137818794516352
2024-01-24 08:26:00,179.87,1500,NL,app,electronics,0,transaction,8,24,2,0.3429960940491691
2024-01-23 19:07:00,79.5,1525,ES,web,electronics,0,transaction,19,23,1,0.15081948380179216
2024-01-06 20:08:00,116.29,1055,CH,app,fashion,0,transaction,20,6,5,0.22126062648387843
2024-01-11 22:00:00,78.44,1234,ES,app,travel,0,transaction,22,11,3,0.1487899211151107
2024-01-15 00:02:00,30.1,1039,US,app,fashion,0,transaction,0,15,0,0.056234203875315934
2024-01-15 22:24:00,17.01,1856,NL,web,fashion,0,transaction,22,15,0,0.031171019376579616
2024-01-02 07:32:00,98.85,1227,ES,web,travel,1,transaction,7,2,1,0.18786857624262848
2024-01-17 09:31:00,214.56,1340,FR,pos,other,0,transaction,9,17,2,0.40941640499349014
2024-01-05 15:05:00,73.95,1842,CH,app,grocery,0,transaction,15,5,4,0.14019299992341275
2024-01-23 07:13:00,87.39,1713,NL,app,other,0,transaction,7,23,1,0.16592632304510993
2024-01-21 11:47:00,59.66,1621,GB,pos,grocery,0,transaction,11,21,6,0.11283219728881061
2024-01-28 16:13:00,18.13,1038,FR,web,travel,0,transaction,16,28,6,0.03331546297005438
2024-01-23 08:13:00,66.72,1562,FR,web,fashion,0,transaction,8,23,1,0.12634985065482118
2024-01-11 23:58:00,83.88,1560,FR,web,fashion,0,transaction,23,11,3,0.15920578999770238
2024-01-30 00:36:00,95.53,1318,FR,app,electronics,0,transaction,0,30,1,0.18151183273339974
2024-01-13 07:48:00,190.2,1744,GB,pos,other,0,transaction,7,13,5,0.362774756835414
2024-01-10 18:35:00,119.51,1929,NL,web,grocery,0,transaction,18,10,2,0.22742590181511835
2024-01-28 03:59:00,191.96,1259,FR,web,fashion,0,transaction,3,28,6,0.36614459676801725
2024-01-12 02:43:00,129.59,1331,FR,web,gaming,0,transaction,2,12,4,0.24672589415639123
2024-01-03 06:58:00,121.58,1322,FR,app,electronics,0,transaction,6,3,2,0.2313892930994869
2024-01-15 02:04:00,137.24,1834,DE,app,other,0,transaction,2,15,0,0.26137320977253586
2024-01-24 20:53:00,41.85,1077,IT,web,fashion,1,transaction,20,24,2,0.07873171478900208
2024-01-06 16:25:00,150.19,1895,US,web,grocery,0,transaction,16,6,5,0.2861683388220878
2024-01-14 21:19:00,67.0,1775,NL,app,grocery,0,transaction,21,14,6,0.12688596155318987
2024-01-04 21:32:00,68.76,1483,DE,app,grocery,0,transaction,21,4,3,0.13025580148579308
2024-01-21 14:15:00,88.54,1583,PL,pos,travel,0,transaction,14,21,6,0.16812820709198134
2024-01-15 06:30:00,62.12,1894,PL,app,travel,0,transaction,6,15,0,0.11754231446733554
2024-01-10 21:44:00,34.42,1769,AT,web,fashion,0,transaction,21,10,2,0.06450562916443288
2024-01-07 19:22:00,83.53,1276,ES,web,fashion,0,transaction,19,7,6,0.15853565137474154
2024-01-17 22:26:00,69.02,1050,ES,pos,grocery,0,transaction,22,17,2,0.130753618748564
2024-01-21 02:15:00,67.08,1658,US,web,travel,0,transaction,2,21,6,0.12703913609558093
2024-01-29 05:01:00,77.14,1145,DE,pos,fashion,0,transaction,5,29,0,0.14630083480125605
2024-01-14 02:44:00,8.03,1087,DE,app,other,0,transaction,2,14,6,0.013977176993183732
2024-01-05 19:41:00,67.48,1982,IT,pos,electronics,0,transaction,19,5,4,0.1278050088075362
2024-01-25 23:31:00,208.12,1473,DE,pos,grocery,0,transaction,23,25,3,0.3970858543310103
2024-01-19 21:25:00,197.24,1650,FR,web,grocery,0,transaction,21,19,4,0.37625411656582686
2024-01-22 00:11:00,85.76,1217,PL,web,travel,1,transaction,0,22,0,0.1628053917438922
2024-01-03 22:00:00,83.58,1101,DE,app,travel,0,transaction,22,3,2,0.15863138546373595
2024-01-10 08:54:00,5.38,1062,FR,web,travel,0,transaction,8,10,2,0.00890327027648005
2024-01-24 00:50:00,52.96,1354,GB,app,grocery,0,transaction,0,24,2,0.10000382936355978
2024-01-25 23:13:00,136.29,1003,IT,app,travel,0,transaction,23,25,3,0.25955426208164206
2024-01-14 01:21:00,60.91,1420,IT,pos,electronics,0,transaction,1,14,6,0.11522554951367084
2024-01-25 03:25:00,169.09,1324,ES,app,travel,0,transaction,3,25,3,0.32235582446197447
2024-01-26 06:01:00,162.2,1526,DE,web,grocery,0,transaction,6,26,4,0.30916366699854486
2024-01-12 14:59:00,52.09,1589,DE,app,fashion,0,transaction,14,12,4,0.09833805621505708
2024-01-27 22:37:00,90.68,1308,NL,app,travel,0,transaction,22,27,5,0.17222562610094205
2024-01-09 15:35:00,219.16,1455,FR,app,electronics,0,transaction,15,9,1,0.4182239411809758
2024-01-08 04:28:00,21.23,1078,AT,app,other,0,transaction,4,8,0,0.03925097648770775
2024-01-21 11:23:00,62.02,1301,DE,web,fashion,0,transaction,11,21,6,0.11735084628934672
2024-01-20 02:28:00,18.99,1978,US,pos,grocery,0,transaction,2,20,5,0.03496208930075821
2024-01-05 04:37:00,39.2,1991,DE,web,grocery,0,transaction,4,5,4,0.0736578080722984
2024-01-25 23:34:00,262.13,1485,PL,pos,grocery,0,transaction,23,25,3,0.500497817262771
2024-01-06 23:56:00,62.0,1939,FR,web,gaming,0,transaction,23,6,5,0.11731255265374896
2024-01-25 03:31:00,10.88,1501,ES,web,travel,0,transaction,3,25,3,0.019434020065865056
2024-01-01 05:18:00,34.09,1125,AT,app,travel,0,transaction,5,1,0,0.06387378417706978
2024-01-24 21:43:00,16.84,1867,DE,app,gaming,0,transaction,21,24,2,0.030845523473998625
2024-01-24 14:35:00,93.3,1415,IT,pos,gaming,0,transaction,14,24,2,0.17724209236424907
2024-01-24 09:51:00,113.29,1612,NL,web,grocery,0,transaction,9,24,2,0.21551658114421388
2024-01-20 22:41:00,151.57,1648,DE,web,grocery,0,transaction,22,20,5,0.2888105996783335
2024-01-15 03:31:00,131.22,1308,FR,pos,fashion,0,transaction,3,15,0,0.24984682545760897
2024-01-22 03:43:00,22.32,1733,FR,app,other,0,transaction,3,22,0,0.04133797962778587
2024-01-09 07:31:00,109.21,1501,DE,web,other,0,transaction,7,9,1,0.20770467948227006
2024-01-24 10:07:00,74.56,1366,ES,app,other,0,transaction,10,24,2,0.14136095580914454
2024-01-17 16:03:00,166.75,1297,DE,pos,travel,0,transaction,16,17,2,0.3178754690970361
2024-01-14 18:25:00,141.74,1746,IT,app,fashion,0,transaction,18,14,6,0.2699892777820327
2024-01-16 04:02:00,284.75,1249,DE,app,other,0,transaction,4,16,1,0.5438079191238416
2024-01-18 01:29:00,36.69,1124,IT,web,other,0,transaction,1,18,3,0.06885195680477905
2024-01-02 02:49:00,31.99,1881,CH,app,grocery,0,transaction,2,2,1,0.059852952439304594
2024-01-05 04:39:00,55.72,1331,FR,pos,grocery,0,transaction,4,5,4,0.10528835107605117
2024-01-08 08:44:00,76.9,1641,FR,web,travel,0,transaction,8,8,0,0.1458413111740829
2024-01-04 10:27:00,46.95,1716,GB,app,gaming,1,transaction,10,4,3,0.08849659186643181
2024-01-14 04:31:00,38.48,1838,IT,app,other,0,transaction,4,14,6,0.07227923719077889
2024-01-21 01:15:00,104.05,1625,US,pos,electronics,0,transaction,1,21,6,0.19782492149804703
2024-01-20 15:11:00,55.58,1707,AT,web,fashion,0,transaction,15,20,5,0.10502029562686682
2024-01-15 03:11:00,45.24,1837,FR,pos,other,0,transaction,3,15,0,0.08522248602282302
2024-01-26 15:39:00,22.28,1943,DE,app,other,0,transaction,15,26,4,0.04126139235659034
2024-01-17 22:58:00,6.13,1046,FR,pos,electronics,0,transaction,22,17,2,0.010339281611396186
2024-01-03 09:01:00,201.45,1743,NL,web,electronics,0,transaction,9,3,2,0.3843149268591561
2024-01-23 22:47:00,197.48,1174,US,web,electronics,0,transaction,22,23,1,0.37671364019299997
2024-01-18 05:42:00,144.74,1891,ES,app,fashion,0,transaction,5,18,3,0.27573332312169724
2024-01-20 00:59:00,121.94,1048,NL,app,fashion,0,transaction,0,20,5,0.23207857854024663
2024-01-17 23:04:00,51.38,1246,DE,pos,travel,0,transaction,23,17,2,0.09697863215133647
2024-01-17 14:34:00,125.48,1192,DE,pos,grocery,0,transaction,14,17,2,0.2388565520410508
2024-01-03 17:12:00,29.84,1603,PL,app,gaming,0,transaction,17,3,2,0.055736386612545
2024-01-17 18:37:00,89.04,1004,DE,pos,fashion,0,transaction,18,17,2,0.16908554798192543
2024-01-24 20:20:00,41.93,1017,DE,app,travel,0,transaction,20,24,2,0.07888488933139313
2024-01-10 02:50:00,125.85,1504,GB,app,electronics,0,transaction,2,10,2,0.23956498429960943
2024-01-19 02:02:00,229.01,1971,GB,app,gaming,0,transaction,2,19,4,0.43708355671287435
2024-01-01 22:11:00,33.97,1528,ES,app,gaming,0,transaction,22,1,0,0.0636440223634832
2024-01-11 10:11:00,53.54,1445,FR,app,gaming,0,transaction,10,11,3,0.10111434479589493
2024-01-14 02:26:00,87.8,1657,US,app,other,0,transaction,2,14,6,0.16671134257486406
2024-01-30 11:34:00,12.64,1551,DE,app,electronics,0,transaction,11,30,1,0.02280385999846826
2024-01-07 10:30:00,17.76,1384,FR,web,gaming,0,transaction,10,7,6,0.03260703071149575
2024-01-09 07:06:00,224.59,1588,FR,pos,other,0,transaction,7,9,1,0.42862066324576864
2024-01-13 06:08:00,104.38,1003,GB,web,electronics,0,transaction,6,13,5,0.19845676648541014
2024-01-30 18:43:00,48.99,1244,GB,app,electronics,0,transaction,18,30,1,0.09240254269740371
2024-01-26 14:27:00,80.87,1673,NL,web,grocery,0,transaction,14,26,4,0.15344259784023898
2024-01-02 00:58:00,55.92,1341,DE,app,travel,0,transaction,0,2,1,0.1056712874320288
2024-01-08 00:26:00,89.78,1054,IT,web,grocery,0,transaction,0,8,0,0.1705024124990427
2024-01-25 15:36:00,57.67,1124,AT,web,fashion,0,transaction,15,25,3,0.10902198054683312
2024-01-02 17:58:00,76.1,1866,US,app,grocery,0,transaction,17,2,1,0.14430956575017231
2024-01-26 16:04:00,133.79,1329,DE,app,fashion,0,transaction,16,26,4,0.2547675576319216
2024-01-09 10:35:00,127.82,1022,DE,pos,gaming,0,transaction,10,9,1,0.24333690740598915
2024-01-28 12:42:00,216.27,1728,NL,pos,other,0,transaction,12,28,6,0.41269051083709896
2024-01-09 19:23:00,109.81,1530,FR,web,travel,0,transaction,19,9,1,0.20885348855020297
2024-01-14 00:42:00,84.85,1451,US,pos,travel,0,transaction,0,14,6,0.16106303132419392
2024-01-20 20:34:00,237.75,1894,DE,pos,electronics,0,transaction,20,20,5,0.45381787546909713
2024-01-04 18:55:00,70.04,1313,US,app,gaming,0,transaction,18,4,3,0.13270659416404995
2024-01-17 17:03:00,7.08,1572,DE,web,electronics,0,transaction,17,17,2,0.01215822930228996
2024-01-16 03:36:00,145.98,1744,DE,app,grocery,0,transaction,3,16,1,0.2781075285287586
2024-01-24 12:24:00,100.57,1608,FR,web,other,0,transaction,12,24,2,0.19116182890403616
2024-01-30 21:11:00,81.84,1207,AT,app,fashion,0,transaction,21,30,1,0.1552998391667305
2024-01-20 22:18:00,148.66,1681,ES,pos,grocery,0,transaction,22,20,5,0.2832388756988589
2024-01-13 06:36:00,58.08,1743,DE,web,gaming,0,transaction,6,13,5,0.10980700007658728
2024-01-13 04:35:00,7.61,1122,DE,app,electronics,0,transaction,4,13,5,0.013173010645630697
2024-01-13 12:55:00,150.69,1165,PL,app,electronics,0,transaction,12,13,5,0.2871256797120319
2024-01-25 10:05:00,47.52,1674,DE,web,travel,0,transaction,10,25,3,0.08958796048096808
2024-01-10 15:16:00,35.26,1118,NL,web,fashion,0,transaction,15,10,2,0.06611396185953895
2024-01-06 00:13:00,8.21,1880,PL,pos,grocery,0,transaction,0,6,5,0.014321819713563607
2024-01-11 00:41:00,142.08,1109,DE,app,travel,0,transaction,0,11,3,0.27064026958719467
2024-01-01 16:21:00,3.87,1974,PL,web,other,0,transaction,16,1,0,0.006012100788848894
2024-01-04 04:25:00,190.94,1671,AT,web,travel,0,transaction,4,4,3,0.36419162135253125
2024-01-03 16:50:00,62.85,1443,FR,app,grocery,0,transaction,16,3,2,0.11894003216665391
2024-01-24 03:31:00,146.8,1268,DE,web,travel,0,transaction,3,24,2,0.2796775675882669
2024-01-22 16:05:00,112.22,1344,US,app,fashion,0,transaction,16,22,0,0.2134678716397335
2024-01-21 21:40:00,266.94,1748,ES,app,other,0,transaction,21,21,6,0.5097074366240331
2024-01-14 20:33:00,110.04,1753,IT,web,gaming,0,transaction,20,14,6,0.20929386535957728
2024-01-22 12:16:00,186.21,1208,GB,pos,grocery,0,transaction,12,22,0,0.35513517653366017
2024-01-05 20:06:00,52.12,1542,CH,app,fashion,0,transaction,20,5,4,0.09839549666845371
2024-01-28 00:26:00,17.68,1992,US,app,fashion,0,transaction,0,28,6,0.0324538561691047
2024-01-16 00:45:00,162.68,1257,PL,web,gaming,0,transaction,0,16,1,0.31008271425289125
2024-01-29 03:23:00,17.09,1693,GB,pos,other,0,transaction,3,29,0,0.03132419391897067
2024-01-05 13:39:00,140.99,1172,GB,web,fashion,0,transaction,13,5,4,0.2685532664471166
2024-01-15 22:04:00,31.43,1834,GB,app,electronics,0,transaction,22,15,0,0.05878073064256721
2024-01-21 21:21:00,102.01,1170,DE,web,travel,0,transaction,21,21,6,0.19391897066707517
2024-01-15 20:51:00,270.21,1297,PL,web,gaming,0,transaction,20,15,0,0.5159684460442674
2024-01-14 09:13:00,133.42,1459,US,web,travel,0,transaction,9,14,6,0.254059125373363
2024-01-05 23:40:00,70.28,1370,NL,app,gaming,0,transaction,23,5,4,0.13316611779122312
2024-01-12 10:20:00,114.11,1170,AT,app,fashion,0,transaction,10,12,4,0.21708662020372216
2024-01-08 03:54:00,53.75,1640,GB,app,grocery,0,transaction,3,8,0,0.10151642796967145
2024-01-10 01:05:00,339.03,1019,DE,web,gaming,0,transaction,1,10,2,0.6477368461361721
2024-01-21 12:15:00,44.44,1983,IT,app,grocery,0,transaction,12,21,6,0.08369074059891246
2024-01-19 21:48:00,76.48,1052,IT,app,gaming,0,transaction,21,19,4,0.14503714482652985
2024-01-19 05:10:00,125.15,1333,DE,web,travel,0,transaction,5,19,4,0.2382247070536877
2024-01-11 20:30:00,108.23,1929,PL,web,electronics,0,transaction,20,11,3,0.20582829133797967
2024-01-29 18:58:00,117.19,1155,DE,app,other,0,transaction,18,29,0,0.22298384008577776
2024-01-03 15:06:00,54.7,1072,NL,web,electronics,0,transaction,15,3,2,0.10333537566056523
2024-01-11 06:39:00,67.99,1743,US,web,grocery,0,transaction,6,11,3,0.12878149651527918
2024-01-04 12:57:00,157.58,1073,CH,app,travel,1,transaction,12,4,3,0.3003178371754615
2024-01-11 04:02:00,152.28,1899,NL,pos,fashion,0,transaction,4,11,3,0.29017002374205414
2024-01-29 20:33:00,110.11,1451,DE,pos,grocery,0,transaction,20,29,0,0.20942789308416943
2024-01-11 23:42:00,201.88,1869,US,app,travel,0,transaction,23,11,3,0.38513824002450797
2024-01-28 06:10:00,161.89,1245,GB,app,travel,0,transaction,6,28,6,0.30857011564677955
2024-01-15 20:26:00,149.13,1141,DE,app,other,0,transaction,20,15,0,0.28413877613540633
2024-01-21 23:47:00,16.73,1962,NL,app,grocery,0,transaction,23,21,6,0.030634908478210925
2024-01-14 17:20:00,109.15,1762,IT,web,grocery,0,transaction,17,14,6,0.2075897985754768
2024-01-08 23:25:00,95.31,1910,IT,pos,gaming,0,transaction,23,8,0,0.18109060274182434
2024-01-23 22:14:00,219.24,1319,NL,pos,electronics,1,transaction,22,23,1,0.4183771157233669
2024-01-30 01:48:00,73.15,1404,IT,app,fashion,0,transaction,1,30,1,0.1386612544995022
2024-01-08 21:44:00,89.56,1577,ES,web,electronics,0,transaction,21,8,0,0.1700811825074673
2024-01-24 08:42:00,31.03,1448,AT,app,gaming,0,transaction,8,24,2,0.05801485793061194
2024-01-08 20:01:00,37.09,1242,FR,web,grocery,0,transaction,20,8,0,0.06961782951673433
2024-01-22 12:09:00,219.7,1375,US,app,fashion,0,transaction,12,22,0,0.4192578693421154
2024-01-24 16:05:00,116.87,1608,DE,pos,gaming,0,transaction,16,24,2,0.22237114191621354
2024-01-14 11:32:00,270.61,1037,ES,pos,grocery,0,transaction,11,14,6,0.5167343187562228
2024-01-23 02:34:00,72.1,1335,DE,app,electronics,0,transaction,2,23,1,0.13665083863061958
2024-01-09 04:00:00,21.44,1292,US,web,grocery,0,transaction,4,9,1,0.03965305966148427
2024-01-03 09:03:00,64.12,1070,ES,web,grocery,0,transaction,9,3,2,0.12137167802711192
2024-01-03 21:24:00,55.46,1122,FR,pos,fashion,0,transaction,21,3,2,0.10479053381328024
2024-01-14 09:51:00,136.7,1495,AT,web,travel,0,transaction,9,14,6,0.26033928161139624
2024-01-28 01:52:00,132.88,1102,FR,app,fashion,0,transaction,1,28,6,0.2530251972122234
2024-01-04 19:51:00,121.04,1344,GB,web,electronics,0,transaction,19,4,3,0.2303553649383473
2024-01-14 16:09:00,326.03,1560,IT,app,fashion,0,transaction,16,14,6,0.6228459829976258
2024-01-22 02:54:00,194.1,1873,FR,web,gaming,0,transaction,2,22,0,0.3702420157769779
2024-01-07 01:42:00,39.54,1098,PL,app,gaming,0,transaction,1,7,6,0.07430879987746038
2024-01-22 15:33:00,165.52,1434,FR,web,fashion,1,transaction,15,22,0,0.3155204105077737
2024-01-10 04:17:00,85.16,1102,FR,pos,fashion,0,transaction,4,10,2,0.16165658267595925
2024-01-25 06:14:00,70.53,1428,CH,app,fashion,0,transaction,6,25,3,0.13364478823619516
2024-01-18 09:02:00,210.45,1480,DE,web,fashion,0,transaction,9,18,3,0.4015470628781497
2024-01-17 09:46:00,37.26,1799,PL,web,travel,0,transaction,9,17,2,0.06994332541931532
2024-01-06 07:16:00,158.06,1442,US,app,fashion,0,transaction,7,6,5,0.30123688442980784
2024-01-14 21:30:00,141.31,1935,GB,web,other,0,transaction,21,14,6,0.26916596461668074
2024-01-26 16:45:00,36.6,1137,US,web,fashion,0,transaction,16,26,4,0.06867963544458912
2024-01-01 14:03:00,16.07,1053,FR,app,gaming,0,transaction,14,1,0,0.029371218503484724
2024-01-23 18:08:00,78.06,1004,AT,pos,grocery,0,transaction,18,23,1,0.14806234203875318
2024-01-15 18:47:00,178.64,1356,NL,web,travel,0,transaction,18,15,0,0.3406410354599066
2024-01-22 14:00:00,108.84,1192,GB,web,grocery,0,transaction,14,22,0,0.20699624722371146
2024-01-20 21:34:00,214.97,1091,PL,app,grocery,0,transaction,21,20,5,0.4102014245232443
2024-01-13 23:06:00,103.49,1235,IT,app,travel,0,transaction,23,13,5,0.19675269970130965
2024-01-10 06:14:00,224.55,1974,NL,app,travel,0,transaction,6,10,2,0.4285440759745731
2024-01-19 19:39:00,50.61,1800,PL,pos,gaming,1,transaction,19,19,4,0.09550432718082255
2024-01-05 04:57:00,120.77,1018,GB,pos,other,0,transaction,4,5,4,0.22983840085777746
2024-01-18 12:33:00,60.34,1915,PL,pos,fashion,0,transaction,12,18,3,0.11413418089913459
2024-01-03 20:10:00,76.18,1205,FR,app,travel,0,transaction,20,3,2,0.1444627402925634
2024-01-20 11:53:00,89.33,1405,AT,web,travel,0,transaction,11,20,5,0.16964080569809298
2024-01-19 20:41:00,108.59,1327,IT,web,fashion,0,transaction,20,19,4,0.20651757677873941
2024-01-03 12:47:00,44.77,1405,CH,web,electronics,0,transaction,12,3,2,0.08432258558627558
2024-01-23 17:23:00,116.67,1760,GB,app,other,0,transaction,17,23,1,0.2219882055602359
2024-01-13 11:22:00,85.96,1712,IT,pos,fashion,0,transaction,11,13,5,0.1631883280998698
2024-01-24 14:33:00,22.76,1594,IT,app,fashion,0,transaction,14,24,2,0.04218043961093667
2024-01-02 05:57:00,13.39,1626,CH,app,electronics,0,transaction,5,2,1,0.024239871333384396
2024-01-06 09:12:00,179.09,1727,NL,pos,gaming,0,transaction,9,6,5,0.3415026422608563
2024-01-15 19:40:00,73.26,1184,IT,web,fashion,0,transaction,19,15,0,0.1388718694952899
2024-01-06 15:31:00,20.23,1395,DE,app,grocery,0,transaction,15,6,5,0.037336294707819566
2024-01-10 21:30:00,249.06,1107,US,web,electronics,0,transaction,21,10,2,0.47547292639963246
2024-01-20 19:37:00,125.24,1704,FR,pos,gaming,0,transaction,19,20,5,0.23839702841387764
2024-01-05 08:03:00,106.5,1437,FR,app,travel,0,transaction,8,5,4,0.20251589185877308
2024-01-21 07:56:00,41.24,1637,DE,web,fashion,0,transaction,7,21,6,0.07756375890327029
2024-01-04 02:27:00,22.41,1564,ES,app,travel,0,transaction,2,4,3,0.041510300987975805
2024-01-06 06:07:00,95.41,1273,NL,app,other,0,transaction,6,6,5,0.18128207091981313
2024-01-18 15:06:00,81.88,1138,US,web,electronics,0,transaction,15,18,3,0.155376426437926
2024-01-24 19:18:00,31.53,1972,DE,web,travel,0,transaction,19,24,2,0.05897219882055603
2024-01-06 02:49:00,30.45,1293,GB,app,grocery,0,transaction,2,6,5,0.05690434249827679
2024-01-09 23:59:00,28.96,1109,NL,web,electronics,0,transaction,23,9,1,0.0540514666462434
2024-01-28 18:05:00,27.97,1305,AT,web,electronics,0,transaction,18,28,6,0.0521559316841541
2024-01-30 16:34:00,49.17,1902,DE,web,fashion,0,transaction,16,30,1,0.09274718541778358
2024-01-18 10:21:00,106.52,1261,AT,web,travel,0,transaction,10,18,3,0.20255418549437085
2024-01-14 09:52:00,119.85,1986,US,pos,electronics,0,transaction,9,14,6,0.22807689362028033
2024-01-11 09:44:00,80.58,1460,AT,web,electronics,0,transaction,9,11,3,0.1528873401240714
2024-01-19 08:57:00,92.17,1861,FR,web,gaming,0,transaction,8,19,4,0.17507850195297545
2024-01-18 17:27:00,123.96,1653,NL,web,fashion,0,transaction,17,18,3,0.23594623573562076
2024-01-09 20:13:00,9.46,1043,US,web,other,0,transaction,20,9,1,0.016715171938423836
2024-01-01 16:25:00,97.66,1509,NL,app,grocery,0,transaction,16,1,0,0.18559010492456154
2024-01-05 13:04:00,199.95,1416,PL,app,other,0,transaction,13,5,4,0.3814429041893238
2024-01-29 18:09:00,71.76,1201,DE,app,travel,0,transaction,18,29,0,0.13599984682545763
2024-01-13 13:04:00,174.18,1549,US,app,fashion,0,transaction,13,13,5,0.33210155472160535
2024-01-15 11:15:00,72.81,1102,AT,pos,grocery,0,transaction,11,15,0,0.13801026269434022
2024-01-15 00:19:00,129.87,1698,DE,web,gaming,0,transaction,0,15,0,0.24726200505475993
2024-01-24 11:34:00,104.94,1821,GB,web,other,0,transaction,11,24,2,0.19952898828214752
2024-01-02 22:46:00,28.49,1092,DE,web,grocery,0,transaction,22,2,1,0.05315156620969595
2024-01-03 11:33:00,35.48,1479,DE,web,fashion,0,transaction,11,3,2,0.06653519185111434
